U+7684	的	de,dī,dí,dì
U+9792	鞒	qiáo
U+615D	慝	tè
U+70D4	烔	tóng
U+895E	襞	bì
U+77E7	矧	shěn
U+736F	獯	xūn
U+7039	瀹	yuè
U+8487	蒇	chǎn
U+69B1	榱	cuī
U+627D	扽	dèn
U+8274	艴	bó
U+522D	刭	jǐng
U+551B	唛	mài
U+82E4	苤	piě
U+948B	钋	pō
U+55EA	嗪	qín
U+86D8	蛘	yáng
U+9EEA	黪	cǎn
U+6509	攉	huō
U+9495	钕	nǚ
U+6BF9	毹	shū
U+5EC6	廆	wěi
U+6C29	氩	yà
U+57A1	垡	fá
U+7F02	缂	kè
U+7398	玘	qǐ
U+9A80	骀	dài,tái
U+7A85	窅	yǎo
U+9507	锇	é
U+9CC7	鳇	huáng
U+5770	坰	jiōng
U+9728	霨	wèi
U+809F	肟	wò
U+5AC4	嫄	yuán
U+9B37	鬷	zōng
U+97C2	韂	chàn
U+7630	瘰	luǒ
U+54CC	哌	pài
U+8723	蜣	qiāng
U+4EE1	仡	gē
U+7C40	籀	zhòu
U+85A4	薤	xiè
U+7242	牂	zāng
U+781F	砟	zhǎ
U+74FF	瓿	bù
U+50EC	僬	jiāo
U+5D5B	嵛	yú
U+5FED	忭	biàn
U+761B	瘛	chì
U+578C	垌	dòng,tóng
U+69D4	槔	gāo
U+58F8	壸	kǔn
U+86F2	蛲	náo
U+9513	锓	qǐn
U+6EE0	滠	shè
U+5013	倓	tán
U+717A	煺	tuì
U+5CE3	峣	yáo
U+5293	劓	yì
U+7374	獴	měng
U+5627	嘧	mì
U+87DB	蟛	péng
U+9674	陴	pí
U+4FDC	俜	pīng
U+88AA	袪	qū
U+8F8B	辋	wǎng
U+9FA0	龠	yuè
U+8160	腠	còu
U+8F79	轹	lì
U+7A06	稆	lǚ
U+8765	蝥	máo
U+84C2	蓂	mì
U+580B	堋	péng
U+7307	猇	xiāo
U+8A5F	詟	zhé
U+97B4	鞴	bèi
U+6C3E	氾	fán
U+9EC9	黉	hóng
U+8955	襕	lán
U+67C3	柃	líng
U+9558	镘	màn
U+6BAA	殪	yì
U+84A1	蒡	bàng
U+636F	捯	dáo
U+80CD	胍	guā
U+9AB1	骱	jiè
U+6769	杩	mà
U+6067	恧	nǜ
U+553C	唼	shà
U+917E	酾	shī
U+579A	垚	yáo
U+7850	硐	dòng
U+80F2	胲	hǎi
U+70C0	烀	hū
U+9120	鄠	hù
U+6C0D	氍	qú
U+74D6	瓖	xiāng
U+5FEE	忮	zhì
U+82FE	苾	bì
U+82A4	芤	kōu
U+7BA2	箢	yuān
U+54F3	哳	zhā
U+9CA1	鲡	lí
U+6A8E	檎	qín
U+6A66	橦	tóng
U+9954	饔	yōng
U+623D	戽	hù
U+5CE7	峧	jiāo
U+7811	砑	yà
U+7EBB	纻	zhù
U+750F	甏	bèng
U+6C21	氡	dōng
U+94AC	钬	huǒ
U+589A	墚	liáng
U+82D8	苘	qǐng
U+7471	瑱	tiàn
U+7A78	穸	xī
U+7FDB	翛	xiāo
U+6D28	洨	xiáo
U+89CF	觏	gòu
U+9ABA	骺	hóu
U+5684	嚄	huō
U+67A7	枧	jiǎn
U+4FEB	俫	lái
U+9ACE	髎	liáo
U+9E68	鹨	liù
U+763C	瘼	mò
U+6864	桤	qī
U+6BF5	毵	sān
U+8C1E	谞	xū
U+7CC8	糈	xǔ
U+9172	酲	chéng
U+5CA3	岣	gǒu
U+5DB2	嶲	xī
U+80B7	肷	qiǎn
U+66CC	曌	zhào
U+625E	扞	hàn
U+8F92	辒	wēn
U+94D2	铒	ěr
U+9CA3	鲣	jiān
U+86D1	蛑	móu
U+88FC	裼	tì,xī
U+9EE1	黡	yǎn
U+6E72	湲	yuán
U+914E	酎	zhòu
U+6BF3	毳	cuì
U+576B	坫	diàn
U+9150	酐	gān
U+6F75	潵	sǎ
U+592C	夬	guài
U+94EA	铪	hā
U+6EC9	滉	huàng
U+8D36	贶	kuàng
U+80C2	胂	shèn
U+9498	钘	xíng
U+8E9C	躜	zuān
U+645B	摛	chī
U+5D74	嵴	jí
U+8DBC	趼	jiǎn
U+950A	锊	lüè
U+6CFA	泺	luò
U+52D4	勔	miǎn
U+73B1	玱	qiāng
U+8A1A	訚	yín
U+5998	妘	yún
U+8234	舴	zé
U+5B56	孖	zī
U+75AC	疬	lì
U+80AD	肭	nà
U+87A3	螣	téng
U+6DA0	涠	wéi
U+9E47	鹇	xián
U+78B9	碹	xuàn
U+664A	晊	zhì
U+7CA2	粢	zī
U+7735	眵	chī
U+87EA	蟪	huì
U+5282	劂	jué
U+82C8	苈	lì
U+953C	锼	sōu
U+73E7	珧	yáo
U+977F	靿	yào
U+5432	吲	yǐn
U+811E	脞	cuǒ
U+5D9D	嶝	dèng
U+953E	锾	huán
U+9979	饹	gē,le
U+948C	钌	liǎo,liào
U+576D	坭	ní
U+9A95	骕	sù
U+9548	镈	bó
U+78B2	碲	dì
U+74DE	瓞	dié
U+911C	鄜	fū
U+8333	茳	jiāng
U+8E90	躐	liè
U+5D5D	嵝	lǒu
U+9667	陧	niè
U+538D	厍	shè
U+9E74	鹴	shuāng
U+7564	畤	zhì
U+9139	鄹	zōu
U+7839	砹	ài
U+8DD0	跐	cī
U+7818	砘	dùn
U+9E38	鸸	ér
U+727B	牻	máng
U+7526	甦	sū
U+8797	螗	táng
U+94FD	铽	tè
U+963C	阼	zuò
U+57EF	埯	ǎn
U+59E4	姤	gòu
U+5ED1	廑	jǐn
U+8FFA	迺	nǎi
U+6445	摅	shū
U+82B4	芴	wù
U+82C4	苄	biàn
U+742F	琯	guǎn
U+91B5	醵	jù
U+7847	硇	náo
U+9174	酴	tú
U+580D	堍	tù
U+823E	舾	xī
U+8204	舄	xì
U+5D12	崒	zú
U+825A	艚	cáo
U+6996	榖	gǔ
U+8158	腘	guó
U+593C	夼	kuǎng
U+9F17	鼗	táo
U+7B45	筅	xiǎn
U+6D65	浥	yì
U+5953	奓	zhā
U+80E8	胨	dòng
U+781C	砜	fēng
U+9978	饸	hé
U+9C9A	鲚	jì
U+77FB	矻	kū
U+6DE0	淠	pì
U+62E4	拤	qiá
U+570A	圊	qīng
U+8FD5	迕	wǔ
U+62C3	拃	zhǎ
U+83EA	菪	dàng
U+84A8	蒨	qiàn
U+9618	阘	tà
U+943E	鐾	bèi
U+6ED7	滗	bì
U+8E94	躔	chán
U+8148	腈	jīng
U+7B58	筘	kòu
U+880A	蠊	lián
U+57FC	埼	qí
U+9A8E	骎	qīn
U+8C3F	谿	xī
U+7BA6	箦	zé
U+6A65	橥	zhū
U+6BCC	毌	guàn
U+9998	馘	guó
U+7E20	縠	hú
U+857A	蕺	jí
U+740E	琎	jìn
U+9567	镧	lán
U+6D6C	浬	lǐ
U+728F	犏	piān
U+721A	爚	yuè
U+4EC9	仉	zhǎng
U+7625	瘥	chài
U+7EE0	绠	gěng
U+7CC7	糇	hóu
U+57B2	垲	kǎi
U+9F49	齉	nàng
U+9AA6	骦	shuāng
U+83B6	莶	xiān
U+6246	扆	yǐ
U+98D0	飐	zhǎn
U+574C	坌	bèn
U+8E6F	蹯	fán
U+94AB	钫	fāng
U+7913	礓	jiāng
U+6ED8	滘	jiào
U+891F	褟	tā
U+6B3B	欻	xū
U+5809	堉	yù
U+94CB	铋	bì
U+5CBD	岽	dōng
U+53BE	厾	dū
U+8E7D	蹽	liāo
U+9E32	鸲	qú
U+7FB0	羰	tāng
U+579E	垞	chá
U+50BA	傺	chì
U+6F89	澉	gǎn
U+80BC	肼	jǐng
U+80EC	胬	nǔ
U+8844	衄	nǜ
U+952B	锫	péi
U+965E	陞	shēng
U+915E	酞	tài
U+9F2F	鼯	wú
U+579F	垟	yáng
U+5ED9	廙	yì
U+67A8	枨	chéng
U+73F5	珵	chéng
U+8D46	赆	jìn
U+6AC6	櫆	kuí
U+9E5B	鹛	méi
U+9E4B	鹋	miáo
U+8470	葰	jùn,suǒ
U+698D	榍	xiè
U+9E6F	鹯	zhān
U+7A80	窀	zhūn
U+68C1	棁	zhuō
U+9C83	鲃	bā
U+7CBF	粿	guǒ
U+684A	桊	juàn
U+6343	捃	jùn
U+790C	礌	léi
U+782E	砮	nǔ
U+7486	璆	qiú
U+8579	蕹	wèng
U+8459	葙	xiāng
U+7F68	罨	yǎn
U+953F	锿	āi
U+8F6A	轪	dài
U+9164	酤	gū
U+873E	蜾	guǒ
U+605D	恝	jiá
U+849F	蒟	jǔ
U+8DDE	跞	lì
U+6053	恓	xī
U+84B4	蒴	shuò
U+952C	锬	tán
U+5AAD	媭	xū
U+6E30	渰	yǎn
U+9CBB	鲻	zī
U+7ED7	绗	háng
U+7187	熇	hè
U+952A	锪	huō
U+7F7D	罽	jì
U+94B7	钷	pǒ
U+5DEF	巯	qiú
U+74B1	璱	sè
U+794F	祏	shí
U+7722	眢	yuān
U+9973	饳	duò
U+51B1	冱	hù
U+9E4D	鹍	kūn
U+6D70	浰	lì,liàn
U+86F8	蛸	shāo,xiāo
U+63AD	掭	tiàn
U+5053	偓	wò
U+8653	虓	xiāo
U+5640	噀	xùn
U+7F0A	缊	yùn
U+9A75	驵	zǎng
U+6ECD	滍	zhì
U+7A19	稙	zhī
U+5EB3	庳	bì
U+8406	萆	bì
U+7605	瘅	dān,dàn
U+94DE	铞	diào
U+82A3	芣	fú
U+9989	馉	gǔ
U+770D	眍	kōu
U+5D1A	崚	léng
U+677B	杻	chǒu,niǔ
U+7FA7	羧	suō
U+94BD	钽	tǎn
U+7446	瑆	xīng
U+67CA	柊	zhōng
U+762D	瘭	biāo
U+5D92	嶒	céng
U+522C	刬	chàn
U+5E31	帱	chóu,dào
U+640B	搋	chuāi
U+963D	阽	diàn
U+9E71	鹱	hù
U+9C92	鲒	jié
U+82BC	芼	mào
U+7513	甓	pì
U+68E8	棨	qǐ
U+9516	锖	qiāng
U+6C6D	汭	ruì
U+7207	爇	ruò
U+74AE	璮	tǎn
U+8DAF	趯	tì
U+84E5	蓥	yíng
U+6D50	浐	chǎn
U+57A4	垤	dié
U+6D11	洑	fú
U+884E	衎	kàn
U+6CD0	泐	lè
U+836C	荬	mǎi
U+770A	眊	mào
U+877B	蝻	nǎn
U+7BA8	箨	tuò
U+6645	晅	xuǎn
U+7635	瘵	zhài
U+5072	偲	cāi
U+57AF	垯	da
U+7998	禘	dì
U+9E56	鹖	hé
U+976C	靬	qián
U+8C2B	谫	jiǎn
U+501E	倞	jìng
U+80E9	胩	kǎ
U+7F4D	罍	léi
U+9494	钔	mén
U+84F0	蓰	xǐ
U+8FEE	迮	zé
U+82E7	苧	níng
U+8016	耖	chào
U+6E9A	溚	dá
U+8E3A	踺	jiàn
U+6920	椠	qiàn
U+7883	碃	qìng
U+8852	衒	xuàn
U+7C03	簃	yí
U+5ED2	廒	áo
U+895C	襜	chān
U+4EB8	亸	duǒ
U+844E	葎	lǜ
U+5AD5	嫕	yì
U+6313	挓	zhā
U+4F98	侘	chà
U+8D6A	赪	chēng
U+6C2A	氪	kè
U+9B18	鬘	mán
U+804D	聍	níng
U+9E59	鹙	qiū
U+8D47	赇	qiú
U+60D4	惔	tán
U+4EB9	亹	wěi
U+6C19	氙	xiān
U+8915	褕	yú
U+7339	猹	chá
U+7BDA	篚	fěi
U+727F	牿	gù
U+659D	斝	jiǎ
U+6E8D	溍	jìn
U+78E1	磡	kàn
U+9A99	骙	kuí
U+57CF	埏	shān
U+9046	遆	tí
U+76F7	盷	tián
U+7A8A	窊	wā
U+73E6	珦	xiàng
U+739A	玚	yáng
U+9553	镓	jiā
U+71CB	燋	jiāo
U+950E	锎	kāi
U+8223	舣	yǐ
U+7695	皕	bì
U+8E45	蹅	chǎ
U+8E50	蹐	jí
U+88C8	裈	kūn
U+4EEB	仫	mù
U+683B	栻	shì
U+9F37	鼷	xī
U+75C4	痄	zhà
U+6283	抃	biàn
U+5487	咇	bì
U+87AC	螬	cáo
U+758D	疍	dàn
U+670F	朏	fěi
U+9983	馃	guǒ
U+59DE	姞	jí
U+6F08	漈	jì
U+9CE2	鳢	lǐ
U+6759	杙	yì
U+9CD9	鳙	yōng
U+5061	偡	zhàn
U+782B	砫	zhù
U+700D	瀍	chán
U+9566	镦	dūn
U+6D38	洸	guāng
U+6496	撖	hàn
U+956E	镮	huán
U+8029	耩	jiǎng
U+6D1A	洚	jiàng
U+756F	畯	jùn
U+7841	硁	kēng
U+94D1	铑	lǎo
U+77B5	瞵	lín
U+87B5	螵	piāo
U+845C	葜	qiā
U+9EB9	麹	qū
U+5E28	帨	shuì
U+5C2A	尪	wāng
U+9487	钇	yǐ
U+9E80	麀	yōu
U+6957	楗	jiàn
U+954E	镎	ná
U+56F7	囷	qūn
U+9490	钐	shān,shàn
U+8D33	贳	shì
U+9E3A	鸺	xiū
U+6FAD	澭	yōng
U+77DE	矞	yù
U+74AA	璪	zǎo
U+76E6	盦	ān
U+91AD	醭	bú
U+6F3C	漼	cuǐ
U+9C7D	鱽	dāo
U+8433	萳	nán
U+80E0	胠	qū
U+954B	镋	tǎng
U+6DB4	涴	yuān
U+7FFE	翾	xuān
U+756C	畬	yú
U+9AA3	骣	chǎn
U+8F80	辀	zhōu
U+50CE	僎	zhuàn
U+9E4E	鹎	bēi
U+8011	耑	duān
U+5686	嚆	hāo
U+8020	耠	huō
U+5290	劐	huō
U+6FE9	濩	huò
U+6CC2	泂	jiǒng
U+728B	犋	jù
U+9574	镴	là
U+9CD3	鳓	lè
U+8539	蔹	liǎn
U+6CD9	泙	píng
U+703C	瀼	ráng,ràng
U+9E54	鹔	sù
U+83FC	菼	tǎn
U+817D	腽	wà
U+78A8	碨	wèi
U+6812	栒	xún
U+639E	掞	yàn
U+503B	倻	yē
U+9E62	鹢	yì
U+9118	鄘	yōng
U+9543	镃	zī
U+653D	攽	bān
U+5647	噇	chuáng
U+6FB4	澴	huán
U+55A4	喤	huáng
U+778D	瞍	sǒu
U+841C	萜	tiē
U+5A5E	婞	xìng
U+822D	舭	bǐ
U+5041	偁	chēng
U+9486	钆	gá
U+6F37	漷	huǒ
U+7615	瘕	jiǎ
U+7A02	稂	láng
U+5396	厖	máng
U+67C8	柈	bàn
U+6744	杄	qiān
U+84BB	蒻	ruò
U+810E	脎	sà
U+8490	蒐	sōu
U+6713	朓	tiǎo
U+9B4B	魋	tuí
U+5BA7	宧	yí
U+5961	奡	ào
U+6C98	沘	bǐ
U+8035	耵	dīng
U+81A6	膦	lìn
U+50C7	僇	lù
U+9545	镅	méi
U+68EC	棬	quān
U+7E22	縢	téng
U+6E1F	渟	tíng
U+7A0C	稌	tú
U+6EC3	滃	wēng
U+7C9E	粞	xī
U+5B3F	嬿	yàn
U+5489	咉	yāng
U+627A	扺	zhǐ
U+73CC	珌	bì
U+7835	砵	bō
U+8500	蔀	bù
U+9E27	鸧	cāng
U+7B66	筦	guǎn
U+7643	癃	lóng
U+917A	酺	pú
U+4F81	侁	shēn
U+5749	坉	tún
U+9191	醑	xǔ
U+662B	昫	xù
U+6D22	洢	yī
U+94DF	铟	yīn
U+7174	煴	yūn
U+94DA	铚	zhì
U+67F7	柷	zhù
U+75B0	疰	zhù
U+7451	瑑	zhuàn
U+5015	倕	chuí
U+6695	暕	jiǎn
U+6F24	漤	lǎn
U+8022	耢	lào
U+85DF	藟	lěi
U+94CC	铌	ní
U+785A	硚	qiáo
U+6326	挦	xián
U+8030	耰	yōu
U+9B12	鬒	zhěn
U+89F1	觱	bì
U+78A5	碥	biǎn
U+73BC	玼	cǐ
U+9569	镩	cuān
U+7ED6	绖	dié
U+7C20	簠	fǔ
U+85E0	藠	jiào
U+9C99	鲙	kuài
U+9E91	麑	ní
U+7744	睄	shào
U+59A7	妧	yuán
U+65FF	旿	wǔ
U+63F3	揳	xiē
U+8313	茓	xué
U+5D4E	嵎	yú
U+9AC3	髃	yú
U+84E3	蓣	yù
U+7C65	籥	yuè
U+5284	劄	zhá
U+6834	栴	zhān
U+83DD	菝	bá
U+5D56	嵖	chá
U+600A	怊	chāo
U+877D	蝽	chūn
U+60D9	惙	chuò
U+68D0	棐	fěi
U+9544	镄	fèi
U+551D	唝	hǒng
U+8399	莙	jūn
U+94FC	铼	lái
U+60A2	悢	liàng
U+4EC2	仂	lè
U+8232	舲	líng
U+911A	鄚	mào
U+6E3C	渼	měi
U+5EBC	庼	qǐng
U+8025	耥	tāng
U+5D04	崄	xiǎn
U+6FA5	澥	xiè
U+8897	袗	zhěn
U+8BD0	诐	bì
U+9C8C	鲌	bó
U+7473	瑳	cuō
U+5D3F	崿	è
U+580C	堌	gù
U+7640	癀	huáng
U+7241	牁	kē
U+787F	硿	kòng
U+98D7	飗	liú
U+8132	脲	niào
U+7F32	缲	qiāo
U+98D4	飔	sī
U+9C90	鲐	tái
U+6146	慆	tāo
U+7F10	缐	xiàn
U+94CF	铏	xíng
U+914F	酏	yǐ
U+6EEA	滪	yù
U+9705	霅	zhà
U+719B	熛	biāo
U+5BAC	宬	chéng
U+58A6	墦	fán
U+9F22	鼢	fén
U+6224	戤	gài
U+7FEF	翯	hè
U+60DB	惛	hūn
U+76A6	皦	jiǎo
U+892F	褯	jiè
U+9CD8	鳘	mǐn
U+6969	楩	pián
U+52CD	勍	qíng
U+5B2C	嬬	rú
U+51D8	凘	sī
U+5A00	娀	sōng
U+9CC0	鳀	tí
U+68EA	棪	yǎn
U+798B	禋	yīn
U+569A	嚚	yín
U+6165	慥	zào
U+7C09	簉	zào
U+77F0	矰	zēng
U+880B	蠋	zhú
U+75A2	疢	chèn
U+7F1E	缞	cuī
U+709F	炟	dá
U+7A8E	窎	diào
U+616C	慬	qín
U+8356	荖	lǎo
U+91A8	醨	lí
U+791E	礞	méng
U+788F	碏	què
U+78C9	磉	sǎng
U+77AB	瞫	shěn
U+5846	塆	wān
U+5DC7	巇	xī
U+7E44	繄	yī
U+9142	酂	zàn
U+9527	锧	zhì
U+5D93	嶓	bō
U+73EB	珫	chōng
U+4F7D	佽	cì
U+90C8	郈	hòu
U+726E	牮	jiàn
U+8199	膙	jiǎng
U+6FBD	澽	jù
U+5D41	嵁	kān
U+59F1	姱	kuā
U+6F3B	漻	liáo
U+85BF	薿	nǐ
U+54F1	哱	bō
U+9568	镨	pǔ
U+97A7	鞧	qiū
U+8618	蘘	ráng
U+54C3	哃	tóng
U+6900	椀	wǎn
U+83E5	菥	xī
U+6199	憙	xǐ
U+7EE4	绤	xì
U+9A83	骃	yīn
U+6E81	溁	yíng
U+64FF	擿	tī
U+8014	耔	zǐ
U+6872	桲	bó,po
U+9575	镵	chán
U+725A	牚	chèng
U+8E36	踶	dì
U+59F6	姶	è
U+9E6E	鹮	huán
U+953D	锽	huáng
U+6E5D	湝	jiē
U+6F4F	潏	yù
U+8772	蝲	là
U+97A1	鞡	la
U+84CF	蓏	luǒ
U+8112	脒	mǐ
U+81D1	臑	nào
U+7C30	簰	pái
U+6D34	洴	píng
U+9E50	鹐	qiān
U+9117	鄗	hào
U+9770	靰	wù
U+67B2	枲	xǐ
U+6F5F	潟	xì
U+6D5F	浟	yóu
U+9C97	鲗	zéi
U+912B	鄫	zēng
U+8860	衠	zhūn
U+90B2	邲	bì
U+73F9	珹	chéng
U+65B6	斶	chù
U+9AE2	髢	dí
U+83C2	菂	dì
U+5255	剕	fèi
U+7A03	稃	fū
U+6991	榑	fú
U+7B7B	筻	gàng
U+5A35	娵	jū
U+79EC	秬	jù
U+7383	玃	jué
U+55B9	喹	kuí
U+918C	醌	kūn
U+68BE	梾	lái
U+4FCD	俍	liáng
U+9565	镥	lǔ
U+742D	琭	lù
U+90EA	郪	qī
U+9F3D	鼽	qiú
U+7A5F	穟	suì
U+988B	颋	tǐng
U+71A5	熥	tēng
U+6985	榅	wēn
U+75C3	痃	xuán
U+9496	钖	yáng
U+88DB	裛	yì
U+8570	蕰	wēn
U+8D52	赒	zhōu
U+9AFD	髽	zhuā
U+9CB0	鲰	zōu
U+8686	蚆	bā
U+85E8	藨	biāo
U+65F5	旵	chǎn
U+7B5C	筜	dāng
U+7C16	簖	duàn
U+525F	剟	duō
U+6D6D	浭	gēng
U+84C7	蓇	gū
U+576C	坬	guà,wā
U+8484	蒄	guān
U+73D6	珖	guāng
U+6DF4	淴	hū
U+7A44	穄	jì
U+65A0	斠	jiào
U+7C15	簕	lè
U+8031	耱	mò
U+6412	搒	bàng,péng
U+692A	椪	pèng
U+72C9	狉	pī
U+5C8D	岍	qiān
U+5D5A	嵚	qīn
U+9CC8	鳈	quán
U+9100	鄀	ruò
U+686F	桯	tīng
U+5FF3	忳	tún
U+8BBB	讻	xiōng
U+73DD	珝	xǔ
U+6621	昡	xuàn
U+69F1	槱	yǒu
U+7603	瘃	zhú
U+799A	禚	zhuó
U+4F56	佖	bì
U+5F28	弨	chāo
U+6F26	漦	chí
U+7FC2	翂	fēn
U+8D57	赗	fèng
U+96CA	雊	gòu
U+6612	昒	hū
U+53DA	叚	xiá
U+74AC	璬	jiǎo
U+7972	祲	jìn
U+5D0C	崌	jū
U+6FAA	澪	líng
U+746C	瑬	liú
U+8E26	踦	yǐ
U+94F7	铷	rú
U+6D3F	洿	wū
U+5910	夐	xiòng
U+6938	椸	yí
U+57C7	埇	yǒng
U+7B7C	筼	yún
U+6913	椓	zhuó
U+73C7	珇	zǔ
U+6604	昄	bǎn
U+68D3	棓	bèi
U+7CD2	糒	bèi
U+6D61	浡	bó
U+57D7	埗	bù
U+6474	摴	chū
U+8423	萣	dìng
U+97E8	韨	fú
U+51AE	冮	gāng
U+5865	塥	gé
U+74A5	璥	jǐng
U+5CA0	岠	jù
U+6659	晙	jùn
U+61AD	憭	liǎo
U+73CB	珋	liǔ
U+6FBC	澼	pì
U+9564	镤	pú
U+8F81	辁	quán
U+94C8	铈	shì
U+9103	鄃	shū
U+5A4C	婌	shú
U+7935	礵	shuāng
U+878B	螋	sōu
U+97B3	鞳	tà
U+5574	啴	chǎn
U+8D55	赕	dǎn
U+7A5C	穜	tóng
U+80B8	肸	xī
U+9145	酅	xī
U+5B45	孅	xiān
U+784D	硍	yín
U+714B	煋	xīng
U+5810	堐	yá
U+998C	馌	yè
U+6245	扅	yí
U+616D	慭	yìn
U+96A9	隩	ào
U+8474	葴	zhēn
U+7590	疐	zhì
U+666B	晫	zhuó
U+5C9E	岞	zuò
U+57B5	垵	ān
U+80C8	胈	bá
U+742B	琫	běng
U+8439	萹	biān
U+5126	儦	biāo
U+6195	憕	chéng
U+57EB	埫	tǎng
U+6C48	汈	diāo
U+7035	瀵	fèn
U+739E	玞	fū
U+9CC9	鳉	jiāng
U+5888	墈	kàn
U+7F76	罶	liǔ
U+6F0B	漋	lóng
U+6110	愐	miǎn
U+82E0	苠	mín
U+848E	蒎	pài
U+6C15	氕	piē
U+78DC	磜	qì
U+8A04	訄	qiú
U+9F29	鼩	qú
U+7048	灈	qú
U+9A72	驲	rì
U+8652	虒	sī
U+94F4	铴	tāng
U+732F	猯	tuān
U+711E	焞	tūn
U+784A	硊	huì
U+715F	煟	wèi
U+9E40	鹀	wú
U+774E	睎	xī
U+4F08	伈	xǐn
U+531C	匜	yí
U+4F41	佁	yǐ
U+52DA	勚	yì
U+73E2	珢	yín
U+94D5	铕	yǒu
U+8581	薁	ào
U+6DA2	涢	yún
U+9CE3	鳣	zhān
U+7432	琲	bèi
U+999E	馞	bó
U+5EB1	庱	chěng
U+9034	逴	chuō
U+8359	荙	dá
U+7393	玓	dì
U+9651	陑	ér
U+9C95	鲕	ér
U+77FC	矼	gāng
U+7B76	筶	gào
U+8677	虷	gān,hán
U+9CE0	鳠	hù
U+824E	艎	huáng
U+6A5E	橞	huì
U+8024	耤	jí
U+7BEF	篯	jiān
U+7820	砠	jū
U+8152	腒	jū
U+7143	煃	kuǐ
U+7C1D	簝	liáo
U+9E60	鹠	liú
U+52E0	勠	lù
U+7943	祃	mà
U+7B2F	笯	nú
U+9CD1	鳑	páng
U+5E21	帡	píng
U+767F	癿	bié
U+5CA8	岨	jū,qū
U+7EB4	纴	rèn
U+5827	堧	ruán
U+6671	晱	shǎn
U+5083	傃	sù
U+54BA	咺	xuān
U+624A	扊	yǎn
U+831A	茚	yìn
U+6810	栐	yǒng
U+6086	悆	yù
U+7FB1	羱	yuán
U+5DA6	嶦	shàn
U+53D5	叕	zhuó
U+9F12	鼒	zī
U+7F93	羓	bā
U+73A4	玤	bàng
U+5034	倴	bèn
U+999D	馝	bì
U+68A3	梣	chén,qín
U+68B4	梴	chān
U+80E3	胣	chǐ
U+6F34	漴	chóng,shuāng
U+7492	璒	dēng
U+794B	祋	duì
U+800F	耏	ér,nài
U+54A1	咡	èr
U+7806	砆	fū
U+9CE1	鳡	gǎn
U+8007	耇	gǒu
U+9CB4	鲴	gù
U+721F	爟	guàn
U+6C3F	氿	jiǔ
U+66B5	暵	hàn
U+89DF	觟	huà
U+8C86	貆	huán
U+745D	瑝	huáng
U+89ED	觭	jī
U+76AD	皭	jiào
U+6D55	浕	jìn
U+9E96	麖	jīng
U+9F31	鼱	jīng
U+7804	砄	jué
U+533C	匼	kē
U+6D2D	洭	kuāng
U+5D00	崀	làng
U+51D3	凓	lì
U+7453	瑓	liàn
U+6624	昤	líng
U+797E	祾	líng
U+6E87	溇	lóu
U+7A11	稑	lù
U+5F38	弸	péng
U+8353	荓	píng
U+84B1	蒱	pú
U+9CAF	鲯	qí
U+5A58	婘	quán
U+8BB1	讱	rèn
U+74C0	瓀	ruǎn
U+6E9E	溞	sāo
U+9CBA	鲺	shī
U+9F2B	鼫	shí
U+8E5C	蹜	sù
U+74B2	璲	suì
U+9C96	鲖	tóng
U+90DA	郚	wú
U+89FF	觿	xī
U+85A2	薢	xiè
U+8BC7	诇	xiòng
U+65F4	旴	xū
U+733A	猺	yáo
U+9F82	龂	yín
U+87EB	蟫	yín
U+5A96	媖	yīng
U+9C89	鲉	yóu
U+9098	邘	yú
U+6554	敔	yǔ
U+8DF1	跱	zhì
U+9E3C	鸼	zhōu
U+5642	噂	zǔn
U+6E74	湴	bàn
U+977D	靽	bàn
U+794A	祊	bēng
U+5752	坒	bì
U+9A89	骉	biāo
U+681F	栟	bēn
U+6CDC	泜	zhī
U+61BA	憺	dàn
U+8220	舠	dāo
U+6755	杕	dì
U+94E5	铥	diū
U+6D90	涐	é
U+57BA	垺	fú
U+8344	荄	gāi
U+583D	堽	gāng
U+6EC6	滆	gé
U+9B36	鬶	guī
U+8F77	轷	hū
U+5AED	嫭	hù
U+5A93	媓	huáng
U+60CE	惎	jì
U+5F36	弶	jiàng
U+5890	墐	jìn
U+6CC3	泃	jū
U+5F06	弆	jǔ
U+7106	焆	juān
U+94F9	铹	láo
U+7657	癗	lěi
U+7581	疁	liú
U+578F	垏	lǜ
U+6D23	洣	mǐ
U+6911	椑	bēi
U+6DDC	淜	péng
U+612D	愭	qí
U+5447	呇	mèn
U+78B6	碶	qì
U+7AD8	竘	qǔ
U+5134	儴	ráng
U+9CB9	鲹	shēn
U+90BF	邿	shī
U+9E24	鸤	shī
U+8168	腨	shuàn
U+895A	襚	suì
U+4FB9	侹	tǐng
U+8456	葖	tū
U+816F	腯	tú
U+741F	琟	wéi
U+85B3	薳	wěi
U+7859	硙	wèi
U+8E12	踒	wō
U+73F7	珷	wǔ
U+5C7C	屼	wù
U+5D8D	嶍	xí
U+4F2D	伭	xián
U+87CF	蟏	xiāo
U+6D8D	涍	xiào
U+73DB	珛	xiù
U+6E51	湑	xù
U+6685	暅	gèng
U+6C87	沇	yǎn
U+7517	甗	yǎn
U+9E5D	鹝	yì
U+6EB5	溵	yīn
U+5D1F	崟	yín
U+9105	鄅	yǔ
U+6C4B	汋	zhuó
U+63D5	揕	zhèn
U+8E62	蹢	dí
U+5EA4	庤	zhì
U+836E	荮	zhòu
U+8159	腙	zōng
